SPECIES,DIAMETER,LONGITUDE,LATITUDE
Oak,10.0,-97.9232244707647,30.18474033620353
Oak,11.0,-97.92313230134282,30.184485311286107
Oak,11.0,-97.9231308390971,30.18444237748179
Oak,10.0,-97.92315421297319,30.18445753045616
Oak,14.0,-97.92314690938402,30.18443101144727
Oak,10.0,-97.92308993505907,30.184364084314655
Oak,9.0,-97.92310162177799,30.184362820947168
Oak,9.0,-97.9231074660759,30.18437797415601
Oak,11.0,-97.92310016143752,30.184347667259768
Oak,9.0,-97.92312499570559,30.184323674282197
Oak,15.0,-97.9230665607904,30.18423906700034
Oak,13.0,-97.92304318722346,30.184192343362
Oak,15.0,-97.92309869978449,30.1841948691473
Oak,15.0,-97.92308263044092,30.184172138996157
Oak,15.0,-97.92306656118669,30.184172139642254
Oak,12.0,-97.92303734430438,30.184168350321073
Oak,10.0,-97.92305341354111,30.18417213934771
Oak,9.0,-97.92395472273444,30.18485171756488
Oak,9.0,-97.92398922905632,30.184836155288693
Oak,9.0,-97.92403273446168,30.1848543090466
Oak,9.0,-97.92406123892434,30.18485560610559
Oak,10.0,-97.92404623709021,30.184817999161528
Oak,12.0,-97.92406724046228,30.184841341764443
Oak,9.0,-97.9241107470273,30.184808921484663
Oak,9.0,-97.9241182482009,30.184815405827212
Oak,10.0,-97.92427389447906,30.184972937859722
Oak,10.0,-97.92411555406296,30.185069254820657
Oak,12.0,-97.92416393552334,30.185033769101985
Oak,9.0,-97.92438092281084,30.184934917521883
Oak,9.0,-97.92437505803127,30.18490703701884
Oak,12.0,-97.9243501339486,30.18488168976803
Oak,12.0,-97.92455832419012,30.184626955795895
Oak,12.0,-97.92456565368423,30.18463582798198
Oak,15.0,-97.92452606864143,30.184704264493522
Oak,9.0,-97.92423870906957,30.184500222911186
Oak,8.0,-97.9242269800999,30.184500223266884
Oak,12.0,-97.92421525048411,30.184457134174938
Oak,10.0,-97.92422111443899,30.18442418327055
Oak,12.0,-97.92419179299311,30.18438109338401
Oak,14.0,-97.92418299576067,30.184393767598078
Oak,10.0,-97.92414487668302,30.18440644134099
Oak,10.0,-97.92414634280632,30.184416579225125
Oak,14.0,-97.92415953812367,30.184381093666445
Oak,12.0,-97.92415660630962,30.18424295470197
Oak,8.0,-97.92407468824996,30.184175324027034
Oak,14.0,-97.92311214194545,30.184123977487335
Oak,24.0,-97.923131175923,30.184106674159793
Oak,16.0,-97.92330500575387,30.183803885675772
Oak,10.0,-97.92326121341937,30.183925971987325
Oak,16.0,-97.92330051881686,30.183851989559187
Oak,14.0,-97.92329830222873,30.18388855964484
Oak,8.0,-97.92341777663265,30.18389379438678
Oak,15.0,-97.92341668077508,30.18394868606238
Oak,14.0,-97.92346047563487,30.183918399967272
Oak,14.0,-97.92389622526564,30.184511794091957
Oak,13.0,-97.92368820434721,30.184680253871644
Oak,9.0,-97.92363784087944,30.18464807636111
Oak,9.0,-97.9236225130275,30.184644290536365
Oak,9.0,-97.92365535779304,30.184657539165453
Oak,13.0,-97.9235940466664,30.184653754049027
Oak,14.0,-97.92360280497986,30.184663218026763
Oak,8.0,-97.92361156511215,30.1846821462856
Oak,13.0,-97.92365097870162,30.18470107402953
Oak,10.0,-97.9235721505623,30.184684039133955
Oak,9.0,-97.92357652864847,30.184716217331324
Oak,9.0,-97.92355901255081,30.18471621697449
Oak,12.0,-97.92353492541758,30.18472378686114
Oak,8.0,-97.92395753642224,30.184617790945662
Oak,8.0,-97.92394439783251,30.184627255161022
Oak,8.0,-97.92397505426291,30.184640504931966
Oak,8.0,-97.92395315652544,30.18464807639794
Oak,8.0,-97.92395534730075,30.18465943339806
Oak,10.0,-97.92385681139103,30.18400830944043
Oak,14.0,-97.92384367196858,30.18400452332185
Oak,14.0,-97.92383491427728,30.184013986962867
Oak,14.0,-97.9238283444485,30.183991273279936
Oak,10.0,-97.92377360161328,30.183979917028875
Oak,10.0,-97.92376484304208,30.183959094879075
Oak,12.0,-97.92237438524718,30.184894139152036
Oak,15.0,-97.92282108427257,30.18476542944333
Oak,12.0,-97.92283860177459,30.184755964776063
Oak,12.0,-97.92284954908737,30.184750286980517
Oak,14.0,-97.92281451433101,30.184727573263654
Oak,9.0,-97.9226853227609,30.184322514482513
Oak,16.0,-97.92288677480416,30.184496652308074
Oak,14.0,-97.92290648200978,30.184481510068355
Oak,14.0,-97.92292181021514,30.184504223581317
Oak,14.0,-97.92221672715175,30.18494335111999
Oak,14.0,-97.9222473833585,30.184765428683168
Oak,14.0,-97.92213570836647,30.18426383792856
Oak,15.0,-97.92264371835978,30.184148377157815
Oak,11.0,-97.92263714893487,30.18416162647876
Oak,15.0,-97.9226546665404,30.18416351911986
Oak,13.0,-97.92253642216284,30.184339550497146
Oak,12.0,-97.92254080271529,30.18435279938139
Oak,17.0,-97.9064703890544,30.19535377059335
Oak,17.0,-97.90656737309651,30.19530073866186
Oak,16.0,-97.9065802381815,30.195293895785117
Oak,15.0,-97.90689197320314,30.1951476298727
Oak,15.0,-97.90694145463696,30.195077489323786
Oak,10.0,-97.90695234192921,30.195070646827727
Oak,15.0,-97.90709880635096,30.194968003182353
Oak,10.0,-97.90716214440644,30.195159604362622
Oak,16.0,-97.90687415985686,30.195305015383962
Oak,16.0,-97.90682566771623,30.195381997897986
Oak,17.0,-97.90671185824307,30.195410224366007
Oak,10.0,-97.9067306615284,30.19558043984128
Oak,8.0,-97.90648028440319,30.195493194807074
Oak,13.0,-97.9064684086618,30.195509445823802
Oak,11.0,-97.90648721183354,30.195520564023052
Oak,9.0,-97.90649611867873,30.195628340062736
Oak,9.0,-97.90652184962822,30.195648867977543
Oak,13.0,-97.90646148131681,30.19564202570449
Oak,8.0,-97.90647038831406,30.195647157211503
Oak,17.0,-97.90645851271844,30.19566939773871
Oak,25.0,-97.90651690139829,30.19580112135857
Oak,13.0,-97.90631798434866,30.19537857629914
Oak,13.0,-97.90629819147667,30.19539226175548
Oak,10.0,-97.90628928454964,30.19540081551428
Oak,10.0,-97.90611312982965,30.195416212688993
Oak,12.0,-97.9061032329966,30.195424765715856
Oak,14.0,-97.90706219041431,30.195437596618703
Oak,10.0,-97.90707208700258,30.195441872501153
Oak,10.0,-97.90707406624101,30.195435029020953
Oak,9.0,-97.90589046153693,30.194507817482997
Oak,14.0,-97.90552231739636,30.19494918523676
Oak,14.0,-97.90552627602793,30.194957739269924
Oak,14.0,-97.90551637933247,30.19496116083834
Oak,13.0,-97.90552825525036,30.194964582894777
Oak,12.0,-97.90593400616723,30.19549148361139
Oak,9.0,-97.90594588152044,30.195493194844502
Oak,8.0,-97.90593598468753,30.195578729014276
Oak,10.0,-97.90728847845543,30.195144776752063
Oak,10.0,-97.90729408678675,30.195164167099044
Oak,10.0,-97.90730810727291,30.195169014662916
Oak,10.0,-97.90735297519086,30.195188404470944
Oak,14.0,-97.9073641930341,30.19515689645258
Oak,14.0,-97.90737260507323,30.19511811592225
Oak,17.0,-97.90738943184152,30.19518598135871
Oak,13.0,-97.90740064801787,30.195144776224243
Oak,27.0,-97.90742308222951,30.195215066825135
Oak,26.0,-97.90751001361953,30.195183557719794
Oak,17.0,-97.90716161061792,30.194628974300112
Oak,9.0,-97.90719392306157,30.1946906068186
Oak,8.0,-97.9071738663775,30.194701199714743
Oak,8.0,-97.90718946538011,30.19469927381703
Oak,13.0,-97.90718723682484,30.19471468177311
Oak,8.0,-97.90723291852542,30.1947079418312
Oak,10.0,-97.90723403227643,30.194693495362014
Oak,8.0,-97.90725185949222,30.19469445845247
Oak,14.0,-97.9072139775041,30.194677124693417
Oak,10.0,-97.90731091099907,30.19451052343859
Oak,16.0,-97.90732762359049,30.1944874126322
Oak,10.0,-97.90742567152472,30.194582749245
Oak,10.0,-97.90741898529525,30.194541339362967
Oak,10.0,-97.90743012801184,30.194519190439948
Oak,10.0,-97.90743458431983,30.194511487070443
Oak,10.0,-97.90746132518471,30.19453171000299
Oak,10.0,-97.9074936359176,30.194533636832478
Oak,11.0,-97.907481379278,30.194501856393764
Oak,11.0,-97.90746800932399,30.194497041925768
Oak,11.0,-97.90745909704212,30.19448355954703
Oak,20.0,-97.90664908881155,30.194265918588542
Oak,30.0,-97.90662457706902,30.194296736064366
Oak,29.0,-97.90666691667353,30.194335255813318
Oak,14.0,-97.90659783630198,30.194273623771103
Oak,9.0,-97.90651538767777,30.19421584199799
Oak,12.0,-97.90638837139292,30.19426399248993
Oak,10.0,-97.90606525986755,30.194462373404946
Oak,20.0,-97.90613224092047,30.19495748341785
Oak,19.0,-97.90610207356063,30.19494879258848
Oak,18.0,-97.90568979423927,30.195481854782148
Oak,12.0,-97.90575348005846,30.195502134303368
Oak,12.0,-97.90576688723593,30.19552820708782
Oak,12.0,-97.90575012846055,30.195562972819456
Oak,12.0,-97.90571660794534,30.195554281488562
Oak,8.0,-97.90577694194094,30.1955716633031
Oak,8.0,-97.90578699808782,30.195562972561206
Oak,8.0,-97.90577023920889,30.195603530197268
Oak,8.0,-97.90578029541008,30.195629605315837
Oak,8.0,-97.90577023851766,30.195626708626616
Oak,12.0,-97.90583392387184,30.195707825192
Oak,9.0,-97.80092213222068,30.14728486775475
Oak,12.0,-97.80214653612332,30.148347910216046
Oak,12.0,-97.80220732300947,30.148357904696145
Oak,12.0,-97.80229188719032,30.14838199535038
Oak,10.0,-97.80243231222923,30.148441643998737
Oak,15.0,-97.80277721411362,30.148688761466683
Oak,14.0,-97.80277583118583,30.148783544568396
Oak,14.0,-97.80269799138851,30.148792761033814
Oak,12.0,-97.80266440032655,30.14885358092806
Oak,12.0,-97.80260229981742,30.149168084873587
Oak,19.0,-97.80115481062275,30.148564278122755
Oak,8.0,-97.80111922008093,30.14853750856471
Oak,8.0,-97.80108470528043,30.14852353624515
Oak,7.0,-97.80109574387112,30.14847835618717
Oak,8.0,-97.8010699415633,30.148563282806755
Oak,8.0,-97.80102689366649,30.148549460146324
Oak,8.0,-97.80098737172561,30.148544512090258
Oak,8.0,-97.80101174609318,30.14859260266131
Oak,8.0,-97.80094826539552,30.148576051280937
Oak,12.0,-97.80095804452004,30.148613544936527
Oak,15.0,-97.80095415880211,30.14852685785914
Oak,14.0,-97.90628627697426,30.195768226287814
Oak,15.0,-97.90625116436127,30.195879101090323
Oak,14.0,-97.90630792587825,30.195879469621207
Oak,10.0,-97.90631786337738,30.195904322526975
Oak,8.0,-97.90632620121994,30.195905523637446
Oak,12.0,-97.90634009630256,30.195879101314375
Oak,9.0,-97.90637900402118,30.195879101618424
Oak,9.0,-97.90637761442804,30.19587309659868
Oak,19.0,-97.9062150372389,30.195802237269056
Oak,10.0,-97.90614972995333,30.195813329304823
Oak,8.0,-97.90615945426154,30.19581664825451
Oak,10.0,-97.90617612983331,30.195821452432792
Oak,12.0,-97.90622059457755,30.195720568410604
Oak,14.0,-97.90620669931327,30.195725372363754
Oak,14.0,-97.90616640294807,30.195749392141938
Oak,14.0,-97.90616223375966,30.195768608024554
Oak,10.0,-97.90613861180913,30.19577341256024
Oak,10.0,-97.90608580888176,30.195726573531424
Oak,10.0,-97.90607608237819,30.195722970307855
Oak,8.0,-97.90609831525106,30.1956737297458
Oak,9.0,-97.90608302908677,30.19567973445471
Oak,9.0,-97.90608580847335,30.195660518395076
Oak,9.0,-97.90606218579595,30.19565931625016
Oak,9.0,-97.9060677436011,30.19566892560132
Oak,9.0,-97.90606357638197,30.19566532219481
Oak,8.0,-97.90610943104672,30.195640100375396
Oak,8.0,-97.9061024824867,30.195626889724714
Oak,15.0,-97.9060858090291,30.1955968643141
Oak,13.0,-97.906156675763,30.195607673808944
Oak,17.0,-97.9061677915764,30.19559806562908
Oak,12.0,-97.90618446592771,30.19555482919948
Oak,8.0,-97.90619975214216,30.195572844772006
Oak,8.0,-97.90621781561957,30.195572844307694
Oak,12.0,-97.90620947825128,30.195560833570948
Oak,12.0,-97.90622337478736,30.195548824727545
Oak,12.0,-97.906212257493,30.195544020347796
Oak,10.0,-97.90594963273247,30.195845472163814
Oak,9.0,-97.90593156799235,30.195849076378313
Oak,9.0,-97.90592184123011,30.195851477986146
Oak,6.0,-97.90595935923754,30.195873096592997
Oak,8.0,-97.90603022590727,30.1959403526251
Oak,8.0,-97.90602466839513,30.19594755865645
Oak,8.0,-97.90601494073485,30.19594635734573
Oak,10.0,-97.9060482912754,30.195971578330234
Oak,13.0,-97.9060232792055,30.195982387507772
Oak,14.0,-97.90602883637611,30.195983588256972
Oak,19.0,-97.90719606048468,30.194465507562256
Oak,12.0,-97.90718772324117,30.1944474929499
Oak,10.0,-97.90721134587626,30.194442687339
Oak,14.0,-97.90708767535709,30.19444509004626
Oak,14.0,-97.9070320935242,30.194451095531278
Oak,12.0,-97.90706544301398,30.194435481476194
Oak,12.0,-97.90708211623638,30.19440905939473
Oak,12.0,-97.90704320929203,30.194403054461947
Oak,9.0,-97.90703765184205,30.19438023540295
Oak,9.0,-97.90705710572588,30.194386240753595
Oak,15.0,-97.90705710545915,30.194362219560865
Oak,8.0,-97.9070237566996,30.194356214377517
Oak,12.0,-97.90703765194566,30.194344204525535
Oak,12.0,-97.90702097653515,30.194341801495142
Oak,12.0,-97.90703209355804,30.19431898260796
Oak,8.0,-97.90703487260701,30.194303369435467
Oak,30.0,-97.90696539464726,30.194478719808163
Oak,12.0,-97.90726553913309,30.194286555080776
Oak,13.0,-97.90731695148557,30.194279348928735
Oak,10.0,-97.90721551445924,30.194260132400224
Oak,10.0,-97.90721690348924,30.194250524800456
Oak,14.0,-97.90723496903456,30.194242117452855
Oak,17.0,-97.90722524130292,30.194248122946895
Oak,12.0,-97.90729764179082,30.194234632014805
Oak,15.0,-97.90690741319659,30.19432636297201
Oak,8.0,-97.90691991949123,30.19432155789053
Oak,17.0,-97.90692825912947,30.19432756287485
Oak,21.0,-97.90682264320837,30.194112560294773
Oak,30.0,-97.90683098065038,30.19406331344358
Oak,18.0,-97.90673092348004,30.19409814553665
Oak,19.0,-97.90673370367247,30.194081330520365
Oak,13.0,-97.90671146864051,30.1940633141492
Oak,10.0,-97.90671702730194,30.19405010056115
Oak,10.0,-97.90666422008182,30.194027280166143
Oak,13.0,-97.90665310173709,30.194027279679315
Oak,12.0,-97.90664476527911,30.194021273834412
Oak,19.0,-97.90665310200473,30.194047698867976
Oak,24.0,-97.90698801493151,30.1938242882348
Oak,28.0,-97.90697411776078,30.19380386736547
Oak,9.0,-97.90699218299842,30.193802666764743
Oak,14.0,-97.90657806016891,30.194026077566868
Oak,8.0,-97.90657250119696,30.194020072928602
Oak,9.0,-97.90650301684103,30.19409454332348
Oak,22.0,-97.90658778732882,30.19387353401555
Oak,18.0,-97.9066114115916,30.193877137137584
Oak,12.0,-97.90660307353758,30.19385911976283
Oak,8.0,-97.79833193733434,30.150045468617666
Oak,43.0,-97.7996092639917,30.150502174357953
Oak,27.0,-97.80026827340882,30.15063748338109
Oak,28.0,-97.80014914487076,30.15068002945734
Oak,30.0,-97.80033837303023,30.150657688744126
Oak,9.0,-97.80212085749926,30.150418607767886
Oak,14.0,-97.84262911259603,30.234220290287023
Oak,10.0,-97.84244564694787,30.234134938127795
Oak,10.0,-97.84236802711911,30.23422333769445
Oak,14.0,-97.84230275454061,30.234177613688846
Oak,13.0,-97.84229217118575,30.234127317346115
Oak,12.0,-97.84224806793388,30.234177613989395
Oak,10.0,-97.84219161669012,30.23416694429442
Oak,16.0,-97.84216901618097,30.233979128855477
Oak,19.0,-97.85839382116788,30.191913986446476
Oak,17.0,-97.85840955735276,30.191888727162052
Oak,10.0,-97.85840730859012,30.191865410297904
Oak,13.0,-97.85841405242155,30.191879011309076
Oak,20.0,-97.85836010129468,30.191947018022454
Oak,32.0,-97.8583466124517,30.19196450670121
Oak,19.0,-97.858474288883,30.191740922401557
Oak,19.0,-97.85741318123804,30.18985910013224
Oak,29.0,-97.85740878678942,30.189836312920264
Oak,29.0,-97.85739560529254,30.18977744547116
Oak,29.0,-97.8574043928925,30.189519190765534
Oak,10.0,-97.8012831185516,30.148812644229523
Oak,4.0,-97.80137096046798,30.149036351336335
Oak,8.0,-97.80150768351055,30.14908775543214
Oak,2.0,-97.80154334973012,30.149427016377775
Oak,2.0,-97.8008954005007,30.14961720770884
Oak,3.0,-97.80085676145538,30.149396174786123
Oak,4.0,-97.80051495338782,30.149365332924717
Oak,4.0,-97.80045848179262,30.149249675522476
Oak,1.0,-97.80040795253406,30.148866721093057
Oak,13.0,-97.80302422726241,30.147742571663215
Oak,10.0,-97.75323339095858,30.374951759653428
Oak,12.0,-97.75322350764152,30.374978594193678
Oak,12.0,-97.75322947070983,30.374997463045972
Oak,24.0,-97.75297895485839,30.37489033086448
Oak,17.0,-97.75302865050482,30.37491512355019
Oak,10.0,-97.75302069880661,30.374911692598094
Oak,10.0,-97.752947130272,30.374846508083376
Oak,13.0,-97.75293321100403,30.374863661372235
Oak,19.0,-97.75323344858656,30.374614930111953
Oak,19.0,-97.7532115758438,30.374608068175032
Oak,15.0,-97.75318970508046,30.374602921630636
Oak,18.0,-97.7531539151325,30.374597774829457
Oak,8.0,-97.75306642885766,30.37462865193039
Oak,8.0,-97.75299882603149,30.374608067607976
Oak,9.0,-97.75293122351438,30.37459949075227
Oak,14.0,-97.75282981799317,30.37458233562112
Oak,24.0,-97.7527045542308,30.37466639103272
Oak,8.0,-97.75272841427855,30.37453773563995
Oak,19.0,-97.75265683493285,30.37453601946548
Oak,8.0,-97.75261706885853,30.374494851238033
Oak,8.0,-97.75255543061306,30.374532589700703
Oak,8.0,-97.75258923291705,30.374628652097865
Oak,18.0,-97.75243811902175,30.37448970511757
Oak,47.0,-97.75238443410268,30.374536019689646
Oak,20.0,-97.75232677392755,30.374518867260033
Oak,10.0,-97.75363906619994,30.375088378308824
Oak,17.0,-97.7536589494773,30.375091809150984
Oak,12.0,-97.75364503065984,30.37510210200104
Oak,29.0,-97.7537345049346,30.37518272564966
Oak,18.0,-97.75377029527026,30.375091808724
Oak,28.0,-97.75374842443729,30.375084947822174
Oak,13.0,-97.75391544168696,30.375208455364405
Oak,13.0,-97.7539015238289,30.375220463617737
Oak,9.0,-97.753925384478,30.37522732570431
Oak,13.0,-97.75398105811053,30.375313095021816
Oak,9.0,-97.754000940847,30.375289078293072
Oak,12.0,-97.7539929873312,30.37531824094094
Oak,10.0,-97.75414608791665,30.375139839940722
Oak,10.0,-97.7541540410611,30.37513640942589
Oak,10.0,-97.75416000692206,30.37512440187461
Oak,10.0,-97.75412620478669,30.375132978464997
Oak,10.0,-97.75413415758845,30.375115825094372
Oak,10.0,-97.7541421117956,30.375112393699354
Oak,8.0,-97.75413614686205,30.375126117527078
Oak,19.0,-97.75372257557078,30.37486366135898
Oak,17.0,-97.75370666908427,30.37485508502505
Oak,12.0,-97.75341040907574,30.37504034798249
Oak,10.0,-97.75338654868631,30.375030055993065
Oak,15.0,-97.75342432722611,30.37500604015293
Oak,12.0,-97.75314284582574,30.376013154521708
Oak,16.0,-97.75308527409028,30.37598978076218
Oak,26.0,-97.75304802003517,30.376089119433964
Oak,11.0,-97.7529802879748,30.376112492937047
Oak,16.0,-97.75298028858606,30.376097884895557
Oak,19.0,-97.75296335499131,30.376056980271095
Oak,19.0,-97.7530107668276,30.37599562440568
Oak,15.0,-97.75300060871338,30.375943032659773
Oak,16.0,-97.75297012783739,30.375937189525597
Oak,13.0,-97.7534544156389,30.375463868575533
Oak,19.0,-97.7534036165401,30.375425885958208
Oak,20.0,-97.75369224305548,30.374679935937294
Oak,24.0,-97.75409448712418,30.374923345169336
Oak,10.0,-97.75410464736065,30.374891205839642
Oak,12.0,-97.75409448672372,30.37487075293359
Oak,19.0,-97.75425027146959,30.374984702138534
Oak,10.0,-97.7543315514425,30.37513078990041
Oak,15.0,-97.75416899279527,30.375379137450448
Oak,15.0,-97.75416222043887,30.375396668277496
Oak,13.0,-97.75424011207045,30.375440494783412
Oak,10.0,-97.75422656473032,30.375425885954748
Oak,10.0,-97.75422317897461,30.37543757361985
Oak,10.0,-97.75429091131576,30.37544926006438
Oak,10.0,-97.75429091107775,30.375458024528346
Oak,16.0,-97.75427397762581,30.375466790525902
Oak,10.0,-97.75428752437604,30.37546679038564
Oak,10.0,-97.75349505451824,30.375279798266483
Oak,12.0,-97.75349505372414,30.375355763909894
Oak,9.0,-97.75345780203612,30.375355763647832
Oak,14.0,-97.75345780242723,30.375399590518658
Oak,12.0,-97.75336636349893,30.375326546556362
Oak,12.0,-97.75337652284115,30.37529732995345
Oak,12.0,-97.75373550474997,30.374724666190684
Oak,8.0,-97.7537253446269,30.374692526101462
Oak,9.0,-97.7536948662307,30.374686681377888
Oak,10.0,-97.75404368713689,30.374882440094876
Oak,8.0,-97.75369825167087,30.374712977900657
Oak,10.0,-97.75371518470426,30.374712978246766
Oak,8.0,-97.75364068018268,30.374301008932857
Oak,9.0,-97.75366777265849,30.37429224249632
Oak,10.0,-97.7536847065524,30.37429516465587
Oak,9.0,-97.75368809243096,30.37425133821308
Oak,9.0,-97.75370841168521,30.37422504196721
Oak,22.0,-97.75374905182566,30.37418413666164
Oak,17.0,-97.75375110218017,30.37603385094684
Oak,14.0,-97.75393718436531,30.375787041664964
Oak,19.0,-97.75426995337237,30.375659445815756
Oak,18.0,-97.75436503021034,30.375718686909224
Oak,24.0,-97.75441256855181,30.37573008007556
Oak,18.0,-97.75446538896641,30.375648055056914
Oak,23.0,-97.75449708225625,30.375632104431755
Oak,10.0,-97.75448651644163,30.375613876715434
Oak,10.0,-97.75447859342677,30.375622989918163
Oak,10.0,-97.75449708184937,30.375650332677097
Oak,16.0,-97.75448387558446,30.375641218790822
Oak,20.0,-97.75449179840086,30.375666281867314
Oak,9.0,-97.75447067072372,30.375664002796164
Oak,9.0,-97.75448651696779,30.3756617244254
Oak,13.0,-97.75440728733358,30.37562526859158
Oak,13.0,-97.75447067096427,30.37570045840602
Oak,13.0,-97.75447067086733,30.375705015241913
Oak,31.0,-97.75422241463775,30.375707294189645
Oak,9.0,-97.75431485094838,30.375734636699157
Oak,9.0,-97.75429636432601,30.37572096446334
Oak,17.0,-97.75429636421939,30.37574602887495
Oak,27.0,-97.75433597895437,30.375768813668163
Oak,8.0,-97.75421449246281,30.37582805353624
Oak,8.0,-97.75419600510496,30.37584172500698
Oak,8.0,-97.75419072321142,30.375855395798315
Oak,8.0,-97.75420128609555,30.375864509804572
Oak,8.0,-97.75418280036985,30.375855395311028
Oak,12.0,-97.75428315906218,30.375864510064435
Oak,9.0,-97.7543122103463,30.37585995259911
Oak,10.0,-97.75429636432126,30.37589413062447
Oak,7.0,-97.75426995273996,30.375900965438
Oak,12.0,-97.7542805179721,30.375921471579808
Oak,12.0,-97.75429636345724,30.375910078637844
Oak,12.0,-97.75429636384226,30.375937420576168
Oak,17.0,-97.75415110757714,30.376115142128366
Oak,11.0,-97.75403226225163,30.376099192967548
Oak,13.0,-97.75389228711096,30.3761743823834
Oak,13.0,-97.75401905552675,30.376283748263468
Oak,18.0,-97.75399264623408,30.37635438151311
Oak,10.0,-97.75394510692173,30.37640678571954
Oak,10.0,-97.75390813306234,30.3763931152535
Oak,10.0,-97.75387908212224,30.376379444381502
Oak,7.0,-97.75383946749797,30.376347545774713
Oak,14.0,-97.75269866797971,30.376484057247893
Oak,8.0,-97.75265968266935,30.376446466308295
Oak,8.0,-97.75265509599495,30.3764266821688
Oak,8.0,-97.75265280188867,30.376436574437637
Oak,9.0,-97.75262528296753,30.37642866128049
Oak,9.0,-97.75265050933996,30.37642272515188
Oak,9.0,-97.75263674936843,30.376426682124716
Oak,15.0,-97.75270096107735,30.37634952231
Oak,17.0,-97.75284773081931,30.376211029724026
Oak,16.0,-97.75288764978194,30.376157295060693
Oak,26.0,-97.75271472085899,30.376123977496633
Oak,14.0,-97.75264133627168,30.376086386603635
Oak,10.0,-97.75228587750586,30.376434595275633
Oak,10.0,-97.75226753153042,30.376462294462964
Oak,10.0,-97.75228358437751,30.376444488460635
Oak,13.0,-97.75227211731249,30.376452402291896
Oak,10.0,-97.75314804766226,30.37666189227824
Oak,8.0,-97.75321044803056,30.37668731399283
Oak,8.0,-97.75327458353613,30.37671871702536
Oak,8.0,-97.75334565065869,30.376748625293626
Oak,9.0,-97.75342018616219,30.376783020254138
Oak,8.0,-97.75316621383516,30.376570774392782
Oak,12.0,-97.75320371503194,30.376531593638703
Oak,10.0,-97.75325724932196,30.376473470304898
Oak,10.0,-97.75292444346664,30.37707611925549
Oak,24.0,-97.75293137714378,30.37701480727081
Oak,11.0,-97.7529105776045,30.377034247663453
Oak,13.0,-97.75289324330677,30.377058172932013
Oak,14.0,-97.75291057709158,30.377019293098343
Oak,8.0,-97.75287764352962,30.37699985371269
Oak,13.0,-97.75287764371551,30.377019292923297
Oak,9.0,-97.75286377597499,30.377043220246662
Oak,31.0,-97.75283084187598,30.37699237654332
Oak,9.0,-97.75270257329856,30.376908632952233
Oak,10.0,-97.75269737322665,30.376920597196
Oak,11.0,-97.75258845170205,30.376861352448966
Oak,14.0,-97.7525625777427,30.376929397447903
Oak,13.0,-97.75256060269548,30.376921417080403
Oak,17.0,-97.75251882799799,30.376849339220268
Oak,16.0,-97.75248633702304,30.376857348031034
Oak,16.0,-97.75243992168362,30.376843333784535
Oak,17.0,-97.75245384516231,30.3767171954516
Oak,10.0,-97.752290412288,30.37672601117021
Oak,11.0,-97.75224295472093,30.376727960011834
Oak,10.0,-97.75247798634807,30.37615280627245
Oak,9.0,-97.75247346588536,30.37617620244756
Oak,15.0,-97.75246442619164,30.37619180077228
Oak,12.0,-97.75239662889997,30.376269787062082
Oak,10.0,-97.75246442640491,30.37638676765055
Oak,12.0,-97.75246442617285,30.37636142259281
Oak,24.0,-97.75180088380178,30.376404353424736
Oak,22.0,-97.75177245337414,30.376415525277807
Oak,15.0,-97.75169928819363,30.3764185311356
Oak,21.0,-97.75169928842992,30.376397491169644
Oak,12.0,-97.75179684116483,30.37603680033092
Oak,19.0,-97.75177245365275,30.37603379469527
Oak,26.0,-97.75149024691359,30.376184082492475
Oak,28.0,-97.75154599095777,30.376214140850823
Oak,12.0,-97.75159825174681,30.37621714536309
Oak,14.0,-97.75165399636019,30.3762051228411
Oak,17.0,-97.75169580416502,30.376256220347923
Oak,18.0,-97.75170625788586,30.376295295623525
Oak,23.0,-97.75167838467308,30.37629529500974
Oak,10.0,-97.75195013948742,30.376126973354733
Oak,11.0,-97.75193620322909,30.37609992124115
Oak,9.0,-97.75196407469984,30.376105933184817
Oak,9.0,-97.75003392187416,30.376036800475127
Oak,27.0,-97.75397725984033,30.37446576617531
Oak,19.0,-97.75399225511373,30.37443448204878
Oak,8.0,-97.7539948516617,30.374352965956838
Oak,8.0,-97.75400624127512,30.374346415669418
Oak,13.0,-97.75400624071884,30.374337681869008
Oak,17.0,-97.75400117869808,30.374339865718895
Oak,13.0,-97.75401636345948,30.37429947262682
Oak,10.0,-97.75406698008591,30.37434095694499
Oak,8.0,-97.75406951156171,30.374331131690237
Oak,12.0,-97.75407710361631,30.374307114157755
Oak,12.0,-97.75409228825238,30.3743071135885
Oak,12.0,-97.75412518828598,30.374309298277492
Oak,9.0,-97.75411126913164,30.37432894847664
Oak,9.0,-97.7541024114016,30.374337681921972
Oak,10.0,-97.75418339706958,30.374169557718282
Oak,10.0,-97.75417580488758,30.37417719951231
Oak,9.0,-97.75417327411772,30.37417392455093
Oak,14.0,-97.75409735002336,30.373964314666722
Oak,13.0,-97.75412518761698,30.37397523241635
Oak,13.0,-97.75408722593777,30.37395121479383
Oak,19.0,-97.7541618850041,30.373861692923764
Oak,12.0,-97.75425426020088,30.373894444737516
Oak,19.0,-97.75435043149294,30.373954489308584
Oak,15.0,-97.75448582870955,30.37408767959344
Oak,12.0,-97.75476927853272,30.37421104263825
Oak,26.0,-97.75480217988418,30.374229602017284
